Muni_Code,Muni_Name,Year,Cases,Population,Incidence,Disease
08421,LURUACO,2017,0,29403,0,Visceral Leishmaniasis
08433,MALAMBO,2007,0,82810,0,Visceral Leishmaniasis
08433,MALAMBO,2008,0,84721,0,Visceral Leishmaniasis
08433,MALAMBO,2009,0,87410,0,Visceral Leishmaniasis
08433,MALAMBO,2010,0,90709,0,Visceral Leishmaniasis
08433,MALAMBO,2011,0,92428,0,Visceral Leishmaniasis
08433,MALAMBO,2012,0,95339,0,Visceral Leishmaniasis
08433,MALAMBO,2013,0,97800,0,Visceral Leishmaniasis
08433,MALAMBO,2014,0,101416,0,Visceral Leishmaniasis
08433,MALAMBO,2015,0,103139,0,Visceral Leishmaniasis
08433,MALAMBO,2016,0,106116,0,Visceral Leishmaniasis
08433,MALAMBO,2017,0,109062,0,Visceral Leishmaniasis
08436,MANATI,2007,0,14996,0,Visceral Leishmaniasis
08436,MANATI,2008,0,15233,0,Visceral Leishmaniasis
08436,MANATI,2009,0,15631,0,Visceral Leishmaniasis
08436,MANATI,2010,0,15524,0,Visceral Leishmaniasis
08436,MANATI,2011,0,15987,0,Visceral Leishmaniasis
08436,MANATI,2012,0,16973,0,Visceral Leishmaniasis
08436,MANATI,2013,0,17364,0,Visceral Leishmaniasis
08436,MANATI,2014,0,17874,0,Visceral Leishmaniasis
08436,MANATI,2015,0,18656,0,Visceral Leishmaniasis
08436,MANATI,2016,0,18680,0,Visceral Leishmaniasis
08436,MANATI,2017,0,19111,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2007,0,10193,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2008,0,10175,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2009,0,9213,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2010,0,10513,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2011,0,9849,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2012,0,9448,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2013,0,8759,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2014,0,8805,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2015,0,8005,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2016,0,9367,0,Visceral Leishmaniasis
08520,PALMAR DE VARELA,2017,0,9531,0,Visceral Leishmaniasis
08549,PIOJO,2007,0,4927,0,Visceral Leishmaniasis
08549,PIOJO,2008,0,4884,0,Visceral Leishmaniasis
08549,PIOJO,2009,0,4512,0,Visceral Leishmaniasis
08549,PIOJO,2010,0,4911,0,Visceral Leishmaniasis
08549,PIOJO,2011,0,4684,0,Visceral Leishmaniasis
08549,PIOJO,2012,0,4314,0,Visceral Leishmaniasis
08549,PIOJO,2013,0,4156,0,Visceral Leishmaniasis
08549,PIOJO,2014,0,4063,0,Visceral Leishmaniasis
08549,PIOJO,2015,0,4166,0,Visceral Leishmaniasis
08549,PIOJO,2016,0,4029,0,Visceral Leishmaniasis
08549,PIOJO,2017,0,4006,0,Visceral Leishmaniasis
08558,POLONUEVO,2007,0,11108,0,Visceral Leishmaniasis
08558,POLONUEVO,2008,0,11433,0,Visceral Leishmaniasis
08558,POLONUEVO,2009,0,12083,0,Visceral Leishmaniasis
08558,POLONUEVO,2010,0,12578,0,Visceral Leishmaniasis
08558,POLONUEVO,2011,0,12905,0,Visceral Leishmaniasis
08558,POLONUEVO,2012,0,12457,0,Visceral Leishmaniasis
08558,POLONUEVO,2013,0,12809,0,Visceral Leishmaniasis
08558,POLONUEVO,2014,0,13184,0,Visceral Leishmaniasis
08558,POLONUEVO,2015,0,13394,0,Visceral Leishmaniasis
08558,POLONUEVO,2016,0,13639,0,Visceral Leishmaniasis
08558,POLONUEVO,2017,0,13917,0,Visceral Leishmaniasis
08560,PONEDERA,2007,0,18301,0,Visceral Leishmaniasis
08560,PONEDERA,2008,0,18662,0,Visceral Leishmaniasis
08560,PONEDERA,2009,0,19191,0,Visceral Leishmaniasis
08560,PONEDERA,2010,0,19812,0,Visceral Leishmaniasis
08560,PONEDERA,2011,0,19158,0,Visceral Leishmaniasis
08560,PONEDERA,2012,0,20143,0,Visceral Leishmaniasis
08560,PONEDERA,2013,0,20449,0,Visceral Leishmaniasis
08560,PONEDERA,2014,0,20610,0,Visceral Leishmaniasis
08560,PONEDERA,2015,0,20732,0,Visceral Leishmaniasis
08560,PONEDERA,2016,0,21706,0,Visceral Leishmaniasis
08560,PONEDERA,2017,0,22265,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2007,0,51903,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2008,0,50679,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2009,0,52334,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2010,0,53120,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2011,0,52557,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2012,0,52580,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2013,0,51258,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2014,0,52079,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2015,0,48046,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2016,0,53797,0,Visceral Leishmaniasis
08573,PUERTO COLOMBIA,2017,0,55209,0,Visceral Leishmaniasis
08606,REPELON,2007,0,25320,0,Visceral Leishmaniasis
08606,REPELON,2008,0,25532,0,Visceral Leishmaniasis
08606,REPELON,2009,0,26046,0,Visceral Leishmaniasis
08606,REPELON,2010,0,26233,0,Visceral Leishmaniasis
08606,REPELON,2011,0,26209,0,Visceral Leishmaniasis
08606,REPELON,2012,0,25836,0,Visceral Leishmaniasis
08606,REPELON,2013,0,26334,0,Visceral Leishmaniasis
08606,REPELON,2014,0,26854,0,Visceral Leishmaniasis
08606,REPELON,2015,0,27079,0,Visceral Leishmaniasis
08606,REPELON,2016,0,27745,0,Visceral Leishmaniasis
08606,REPELON,2017,0,28236,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2007,0,23746,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2008,0,24512,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2009,0,24645,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2010,0,25671,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2011,0,25452,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2012,0,27925,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2013,0,28677,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2014,0,29184,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2015,0,30023,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2016,0,30796,0,Visceral Leishmaniasis
08634,SABANAGRANDE,2017,0,31990,0,Visceral Leishmaniasis
08638,SABANALARGA,2007,0,78934,0,Visceral Leishmaniasis
08638,SABANALARGA,2008,0,80537,0,Visceral Leishmaniasis
08638,SABANALARGA,2009,0,82314,0,Visceral Leishmaniasis
08638,SABANALARGA,2010,0,84463,0,Visceral Leishmaniasis
08638,SABANALARGA,2011,0,86488,0,Visceral Leishmaniasis
08638,SABANALARGA,2012,0,87670,0,Visceral Leishmaniasis
08638,SABANALARGA,2013,0,89656,0,Visceral Leishmaniasis
08638,SABANALARGA,2014,0,91718,0,Visceral Leishmaniasis
08638,SABANALARGA,2015,0,93828,0,Visceral Leishmaniasis
08638,SABANALARGA,2016,0,95917,0,Visceral Leishmaniasis
08638,SABANALARGA,2017,0,98050,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2007,0,11142,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2008,0,10928,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2009,0,11243,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2010,0,11413,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2011,0,11598,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2012,0,11803,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2013,0,11901,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2014,0,11645,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2015,0,11453,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2016,0,12126,0,Visceral Leishmaniasis
08675,SANTA LUCIA,2017,0,12231,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2007,0,18052,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2008,0,18251,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2009,0,19812,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2010,0,21000,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2011,0,20783,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2012,0,24171,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2013,0,25489,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2014,0,26729,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2015,0,28961,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2016,0,27208,0,Visceral Leishmaniasis
08685,SANTO TOMAS,2017,0,27657,0,Visceral Leishmaniasis
08758,SOLEDAD,2007,0,339027,0,Visceral Leishmaniasis
08758,SOLEDAD,2008,0,354405,0,Visceral Leishmaniasis
08758,SOLEDAD,2009,0,378403,0,Visceral Leishmaniasis
08758,SOLEDAD,2010,0,395708,0,Visceral Leishmaniasis
08758,SOLEDAD,2011,0,414092,0,Visceral Leishmaniasis
08758,SOLEDAD,2012,0,452973,0,Visceral Leishmaniasis
08758,SOLEDAD,2013,0,481578,0,Visceral Leishmaniasis
08758,SOLEDAD,2014,0,508089,0,Visceral Leishmaniasis
08758,SOLEDAD,2015,0,539128,0,Visceral Leishmaniasis
08758,SOLEDAD,2016,0,554652,0,Visceral Leishmaniasis
08758,SOLEDAD,2017,0,582221,0,Visceral Leishmaniasis
08770,SUAN,2007,0,7092,0,Visceral Leishmaniasis
08770,SUAN,2008,0,7249,0,Visceral Leishmaniasis
08770,SUAN,2009,0,6702,0,Visceral Leishmaniasis
08770,SUAN,2010,0,6734,0,Visceral Leishmaniasis
08770,SUAN,2011,0,6943,0,Visceral Leishmaniasis
08770,SUAN,2012,0,6382,0,Visceral Leishmaniasis
08770,SUAN,2013,0,6333,0,Visceral Leishmaniasis
08770,SUAN,2014,0,6653,0,Visceral Leishmaniasis
08770,SUAN,2015,0,6583,0,Visceral Leishmaniasis
08770,SUAN,2016,0,6303,0,Visceral Leishmaniasis
08770,SUAN,2017,0,6396,0,Visceral Leishmaniasis
08832,TUBARA,2007,0,8521,0,Visceral Leishmaniasis
08832,TUBARA,2008,0,8423,0,Visceral Leishmaniasis
08832,TUBARA,2009,0,8678,0,Visceral Leishmaniasis
08832,TUBARA,2010,0,8651,0,Visceral Leishmaniasis
08832,TUBARA,2011,0,9029,0,Visceral Leishmaniasis
08832,TUBARA,2012,0,10622,0,Visceral Leishmaniasis
08832,TUBARA,2013,0,10743,0,Visceral Leishmaniasis
08832,TUBARA,2014,0,10769,0,Visceral Leishmaniasis
08832,TUBARA,2015,0,11023,0,Visceral Leishmaniasis
08832,TUBARA,2016,0,10982,0,Visceral Leishmaniasis
08832,TUBARA,2017,0,11190,0,Visceral Leishmaniasis
08849,USIACURI,2007,0,6810,0,Visceral Leishmaniasis
08849,USIACURI,2008,0,7016,0,Visceral Leishmaniasis
08849,USIACURI,2009,0,6675,0,Visceral Leishmaniasis
08849,USIACURI,2010,0,7030,0,Visceral Leishmaniasis
08849,USIACURI,2011,0,7202,0,Visceral Leishmaniasis
08849,USIACURI,2012,0,7469,0,Visceral Leishmaniasis
08849,USIACURI,2013,0,7516,0,Visceral Leishmaniasis
08849,USIACURI,2014,0,7624,0,Visceral Leishmaniasis
08849,USIACURI,2015,0,7727,0,Visceral Leishmaniasis
08849,USIACURI,2016,0,7927,0,Visceral Leishmaniasis
08849,USIACURI,2017,0,8017,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2007,0,5957360,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2008,0,6138936,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2009,0,6343727,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2010,0,6514297,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2011,0,6686559,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2012,0,6998590,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2013,0,7192763,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2014,0,7396291,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2015,0,7671988,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2016,0,7826392,0,Visceral Leishmaniasis
11001,SANTAFE DE BOGOTA D.C.,2017,0,8070899,0,Visceral Leishmaniasis
13001,CARTAGENA,2007,0,763271,0,Visceral Leishmaniasis
13001,CARTAGENA,2008,0,784843,0,Visceral Leishmaniasis
13001,CARTAGENA,2009,0,804065,0,Visceral Leishmaniasis
13001,CARTAGENA,2010,0,819101,0,Visceral Leishmaniasis
13001,CARTAGENA,2011,1,852919,1.1724442766546414e-6,Visceral Leishmaniasis
13001,CARTAGENA,2012,0,890535,0,Visceral Leishmaniasis
13001,CARTAGENA,2013,0,914844,0,Visceral Leishmaniasis
13001,CARTAGENA,2014,0,941965,0,Visceral Leishmaniasis
13001,CARTAGENA,2015,0,971913,0,Visceral Leishmaniasis
13001,CARTAGENA,2016,0,985370,0,Visceral Leishmaniasis
13001,CARTAGENA,2017,0,1011940,0,Visceral Leishmaniasis
13006,ACHI,2007,0,22536,0,Visceral Leishmaniasis
13006,ACHI,2008,0,23014,0,Visceral Leishmaniasis
13006,ACHI,2009,0,23526,0,Visceral Leishmaniasis
13006,ACHI,2010,0,25194,0,Visceral Leishmaniasis
13006,ACHI,2011,0,25333,0,Visceral Leishmaniasis
13006,ACHI,2012,0,25309,0,Visceral Leishmaniasis
13006,ACHI,2013,0,26614,0,Visceral Leishmaniasis
13006,ACHI,2014,0,27489,0,Visceral Leishmaniasis
13006,ACHI,2015,0,27679,0,Visceral Leishmaniasis
13006,ACHI,2016,0,29468,0,Visceral Leishmaniasis
13006,ACHI,2017,0,30774,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2007,0,9861,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2008,0,10507,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2009,0,11600,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2010,0,12968,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2011,0,13499,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2012,0,14928,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2013,0,15941,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2014,0,17514,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2015,0,18461,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2016,0,20757,0,Visceral Leishmaniasis
13030,ALTOS DEL ROSARIO,2017,0,22768,0,Visceral Leishmaniasis
13042,ARENAL,2007,0,1983,0,Visceral Leishmaniasis
13042,ARENAL,2008,0,2034,0,Visceral Leishmaniasis
13042,ARENAL,2009,0,2058,0,Visceral Leishmaniasis
13042,ARENAL,2010,0,2090,0,Visceral Leishmaniasis
13042,ARENAL,2011,0,2260,0,Visceral Leishmaniasis
13042,ARENAL,2012,0,2299,0,Visceral Leishmaniasis
13042,ARENAL,2013,0,2484,0,Visceral Leishmaniasis
13042,ARENAL,2014,0,2479,0,Visceral Leishmaniasis
13042,ARENAL,2015,0,2437,0,Visceral Leishmaniasis
13042,ARENAL,2016,0,2401,0,Visceral Leishmaniasis
13042,ARENAL,2017,0,2498,0,Visceral Leishmaniasis
13052,ARJONA,2007,0,44485,0,Visceral Leishmaniasis
13052,ARJONA,2008,0,46916,0,Visceral Leishmaniasis
13052,ARJONA,2009,0,48045,0,Visceral Leishmaniasis
13052,ARJONA,2010,0,48174,0,Visceral Leishmaniasis
13052,ARJONA,2011,0,52210,0,Visceral Leishmaniasis
13052,ARJONA,2012,0,56142,0,Visceral Leishmaniasis
13052,ARJONA,2013,0,57768,0,Visceral Leishmaniasis
13052,ARJONA,2014,0,60250,0,Visceral Leishmaniasis
13052,ARJONA,2015,0,62895,0,Visceral Leishmaniasis
13052,ARJONA,2016,0,63619,0,Visceral Leishmaniasis
13052,ARJONA,2017,0,66056,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2007,0,5279,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2008,0,5483,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2009,0,6015,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2010,0,5792,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2011,0,6368,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2012,0,6896,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2013,0,7064,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2014,0,7157,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2015,0,8622,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2016,0,8074,0,Visceral Leishmaniasis
13062,ARROYOHONDO,2017,0,8158,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2007,0,11302,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2008,0,11655,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2009,0,11747,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2010,0,11377,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2011,0,12544,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2012,0,12747,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2013,0,12918,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2014,0,13880,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2015,0,15261,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2016,0,15372,0,Visceral Leishmaniasis
13074,BARRANCO DE LOBA,2017,0,16182,0,Visceral Leishmaniasis
13140,CALAMAR,2007,0,16585,0,Visceral Leishmaniasis
13140,CALAMAR,2008,0,17322,0,Visceral Leishmaniasis
13140,CALAMAR,2009,0,17847,0,Visceral Leishmaniasis
13140,CALAMAR,2010,0,18419,0,Visceral Leishmaniasis
13140,CALAMAR,2011,0,18490,0,Visceral Leishmaniasis
13140,CALAMAR,2012,0,19308,0,Visceral Leishmaniasis
13140,CALAMAR,2013,0,19472,0,Visceral Leishmaniasis
13140,CALAMAR,2014,0,20165,0,Visceral Leishmaniasis
13140,CALAMAR,2015,0,19922,0,Visceral Leishmaniasis
13140,CALAMAR,2016,0,20534,0,Visceral Leishmaniasis
13140,CALAMAR,2017,0,21094,0,Visceral Leishmaniasis
13160,CANTAGALLO,2007,0,5267,0,Visceral Leishmaniasis
13160,CANTAGALLO,2008,0,5226,0,Visceral Leishmaniasis
13160,CANTAGALLO,2009,0,5447,0,Visceral Leishmaniasis
13160,CANTAGALLO,2010,0,5682,0,Visceral Leishmaniasis
13160,CANTAGALLO,2011,0,5885,0,Visceral Leishmaniasis
13160,CANTAGALLO,2012,0,6641,0,Visceral Leishmaniasis
13160,CANTAGALLO,2013,0,7125,0,Visceral Leishmaniasis
13160,CANTAGALLO,2014,0,7328,0,Visceral Leishmaniasis
13160,CANTAGALLO,2015,0,7498,0,Visceral Leishmaniasis
13160,CANTAGALLO,2016,0,7607,0,Visceral Leishmaniasis
13160,CANTAGALLO,2017,0,7894,0,Visceral Leishmaniasis
13188,CICUCO,2007,0,2894,0,Visceral Leishmaniasis
13188,CICUCO,2008,0,3198,0,Visceral Leishmaniasis
13188,CICUCO,2009,0,3034,0,Visceral Leishmaniasis
13188,CICUCO,2010,0,3802,0,Visceral Leishmaniasis
13188,CICUCO,2011,0,3189,0,Visceral Leishmaniasis
13188,CICUCO,2012,0,4206,0,Visceral Leishmaniasis
13188,CICUCO,2013,0,4347,0,Visceral Leishmaniasis
13188,CICUCO,2014,0,4677,0,Visceral Leishmaniasis
13188,CICUCO,2015,0,5553,0,Visceral Leishmaniasis
13188,CICUCO,2016,0,4473,0,Visceral Leishmaniasis
13188,CICUCO,2017,0,4399,0,Visceral Leishmaniasis
13212,CORDOBA,2007,0,9678,0,Visceral Leishmaniasis
13212,CORDOBA,2008,0,9922,0,Visceral Leishmaniasis
13212,CORDOBA,2009,0,9782,0,Visceral Leishmaniasis
13212,CORDOBA,2010,0,9391,0,Visceral Leishmaniasis
13212,CORDOBA,2011,0,9513,0,Visceral Leishmaniasis
13212,CORDOBA,2012,0,9326,0,Visceral Leishmaniasis
13212,CORDOBA,2013,0,9243,0,Visceral Leishmaniasis
13212,CORDOBA,2014,0,9124,0,Visceral Leishmaniasis
13212,CORDOBA,2015,0,9168,0,Visceral Leishmaniasis
13212,CORDOBA,2016,0,8925,0,Visceral Leishmaniasis
13212,CORDOBA,2017,0,8830,0,Visceral Leishmaniasis
13222,CLEMENCIA,2007,0,7793,0,Visceral Leishmaniasis
13222,CLEMENCIA,2008,0,8569,0,Visceral Leishmaniasis
13222,CLEMENCIA,2009,0,8126,0,Visceral Leishmaniasis
13222,CLEMENCIA,2010,0,9869,0,Visceral Leishmaniasis
13222,CLEMENCIA,2011,0,9924,0,Visceral Leishmaniasis
13222,CLEMENCIA,2012,0,8782,0,Visceral Leishmaniasis
13222,CLEMENCIA,2013,0,9233,0,Visceral Leishmaniasis
13222,CLEMENCIA,2014,0,9989,0,Visceral Leishmaniasis
13222,CLEMENCIA,2015,0,11461,0,Visceral Leishmaniasis
13222,CLEMENCIA,2016,0,10666,0,Visceral Leishmaniasis
13222,CLEMENCIA,2017,0,10922,0,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2007,20,55016,3.635306092773012e-4,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2008,3,55415,5.413696652530903e-5,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2009,8,56915,1.4056048493367302e-4,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2010,2,56006,3.571045959361497e-5,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2011,4,57191,6.994107464461192e-5,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2012,0,56909,0,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2013,3,57264,5.238893545683152e-5,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2014,9,58367,1.5419672074973873e-4,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2015,13,58459,2.2237807694281463e-4,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2016,17,58733,2.894454565576422e-4,Visceral Leishmaniasis
13244,EL CARMEN DE BOLIVAR,2017,8,59218,1.3509405923874498e-4,Visceral Leishmaniasis
13248,EL GUAMO,2007,0,7393,0,Visceral Leishmaniasis
13248,EL GUAMO,2008,0,7222,0,Visceral Leishmaniasis
13248,EL GUAMO,2009,0,7044,0,Visceral Leishmaniasis
13248,EL GUAMO,2010,0,7648,0,Visceral Leishmaniasis
13248,EL GUAMO,2011,0,7351,0,Visceral Leishmaniasis
13248,EL GUAMO,2012,0,7417,0,Visceral Leishmaniasis
13248,EL GUAMO,2013,0,7507,0,Visceral Leishmaniasis
13248,EL GUAMO,2014,0,7350,0,Visceral Leishmaniasis
13248,EL GUAMO,2015,0,7425,0,Visceral Leishmaniasis
13248,EL GUAMO,2016,0,7461,0,Visceral Leishmaniasis
13248,EL GUAMO,2017,0,7365,0,Visceral Leishmaniasis
13268,EL PE¥ON,2007,0,8812,0,Visceral Leishmaniasis
13268,EL PE¥ON,2008,0,9209,0,Visceral Leishmaniasis
13268,EL PE¥ON,2009,0,9066,0,Visceral Leishmaniasis
13268,EL PE¥ON,2010,0,9872,0,Visceral Leishmaniasis
13268,EL PE¥ON,2011,0,9528,0,Visceral Leishmaniasis
13268,EL PE¥ON,2012,0,10633,0,Visceral Leishmaniasis
13268,EL PE¥ON,2013,0,10606,0,Visceral Leishmaniasis
13268,EL PE¥ON,2014,0,10516,0,Visceral Leishmaniasis
13268,EL PE¥ON,2015,0,11671,0,Visceral Leishmaniasis
13268,EL PE¥ON,2016,0,11128,0,Visceral Leishmaniasis
13268,EL PE¥ON,2017,0,11335,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2007,0,9003,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2008,0,8932,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2009,0,8399,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2010,0,8450,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2011,0,8741,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2012,0,10005,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2013,0,10322,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2014,0,10341,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2015,0,9974,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2016,0,10617,0,Visceral Leishmaniasis
13300,HATILLO DE LOBA,2017,0,10726,0,Visceral Leishmaniasis
13430,MAGANGUE,2007,0,113063,0,Visceral Leishmaniasis
13430,MAGANGUE,2008,0,114320,0,Visceral Leishmaniasis
13430,MAGANGUE,2009,0,116993,0,Visceral Leishmaniasis
13430,MAGANGUE,2010,0,116695,0,Visceral Leishmaniasis
13430,MAGANGUE,2011,0,119965,0,Visceral Leishmaniasis
13430,MAGANGUE,2012,0,119725,0,Visceral Leishmaniasis
13430,MAGANGUE,2013,0,121704,0,Visceral Leishmaniasis
13430,MAGANGUE,2014,0,123359,0,Visceral Leishmaniasis
13430,MAGANGUE,2015,0,125273,0,Visceral Leishmaniasis
13430,MAGANGUE,2016,0,127615,0,Visceral Leishmaniasis
13430,MAGANGUE,2017,0,130289,0,Visceral Leishmaniasis
13433,MAHATES,2007,0,21806,0,Visceral Leishmaniasis
13433,MAHATES,2008,0,22225,0,Visceral Leishmaniasis
13433,MAHATES,2009,0,22630,0,Visceral Leishmaniasis
13433,MAHATES,2010,0,23171,0,Visceral Leishmaniasis
13433,MAHATES,2011,0,23552,0,Visceral Leishmaniasis
13433,MAHATES,2012,0,24470,0,Visceral Leishmaniasis
13433,MAHATES,2013,0,25540,0,Visceral Leishmaniasis
13433,MAHATES,2014,0,25853,0,Visceral Leishmaniasis
13433,MAHATES,2015,0,25444,0,Visceral Leishmaniasis
13433,MAHATES,2016,0,26833,0,Visceral Leishmaniasis
13433,MAHATES,2017,0,27358,0,Visceral Leishmaniasis
13440,MARGARITA,2007,0,10817,0,Visceral Leishmaniasis
13440,MARGARITA,2008,0,10746,0,Visceral Leishmaniasis
13440,MARGARITA,2009,0,10673,0,Visceral Leishmaniasis
13440,MARGARITA,2010,0,12200,0,Visceral Leishmaniasis
13440,MARGARITA,2011,0,12134,0,Visceral Leishmaniasis
13440,MARGARITA,2012,0,13327,0,Visceral Leishmaniasis
13440,MARGARITA,2013,0,13372,0,Visceral Leishmaniasis
13440,MARGARITA,2014,0,13614,0,Visceral Leishmaniasis
13440,MARGARITA,2015,0,15215,0,Visceral Leishmaniasis
13440,MARGARITA,2016,0,14889,0,Visceral Leishmaniasis
13440,MARGARITA,2017,0,15545,0,Visceral Leishmaniasis
13442,MARIA LA BAJA,2007,0,37202,0,Visceral Leishmaniasis
13442,MARIA LA BAJA,2008,0,36923,0,Visceral Leishmaniasis
